step	agent_id	module_id	x	y	stress	is_isolated	active_event_ids
42	ISS03	common_area	46.43	45.59	48.6	false	
42	ISS04	common_area	49.86	52.04	31.0	false	
42	ISS05	exercise_area	51.59	71.77	59.9	false	
42	ISS06	lab_module	69.53	50.0	39.3	false	
42	ISS07	common_area	54.15	53.87	50.8	false	
42	ISS08	common_area	49.86	47.96	43.8	false	
42	ISS09	common_area	47.95	52.53	42.0	false	
43	ISS00	hab_module	26.54	48.31	41.0	false	
43	ISS01	cupola	49.04	28.07	61.6	false	
43	ISS02	lab_module	76.9	49.29	52.5	false	
43	ISS03	common_area	45.19	46.99	54.4	false	
43	ISS04	common_area	50.53	51.98	44.6	false	
43	ISS05	exercise_area	51.02	71.33	54.7	false	
43	ISS06	lab_module	69.73	51.21	51.9	false	
43	ISS07	common_area	55.18	52.31	49.2	false	
43	ISS08	common_area	49.2	48.12	64.3	false	
43	ISS09	common_area	48.89	53.06	40.5	false	
44	ISS00	hab_module	26.0	48.47	47.3	false	
44	ISS01	cupola	49.52	28.31	61.0	false	
44	ISS02	lab_module	76.47	48.14	63.6	false	
44	ISS03	common_area	44.47	48.72	56.1	false	
44	ISS04	common_area	51.14	51.7	51.0	false	
44	ISS05	exercise_area	50.34	71.11	51.2	false	
44	ISS06	lab_module	70.32	52.29	53.3	false	
44	ISS07	common_area	55.65	50.49	40.1	false	
44	ISS08	common_area	48.63	48.48	57.1	false	
44	ISS09	common_area	49.94	53.25	39.8	false	
45	ISS00	hab_module	25.54	48.79	53.9	false	
45	ISS01	cupola	50.06	28.38	47.7	false	
45	ISS02	lab_module	75.69	47.19	56.7	false	
45	ISS03	common_area	44.36	50.59	67.5	false	
45	ISS04	common_area	51.63	51.23	32.8	false	
45	ISS05	exercise_area	49.62	71.11	54.7	false	
45	ISS06	lab_module	71.22	53.12	39.8	false	
45	ISS07	common_area	55.5	48.63	52.0	false	
45	ISS08	common_area	48.21	49.01	53.0	false	
45	ISS09	common_area	51.01	53.1	42.2	false	
46	ISS00	hab_module	25.22	49.25	47.4	false	
46	ISS01	cupola	50.58	28.27	47.3	false	
46	ISS02	lab_module	74.64	46.55	70.3	false	
46	ISS03	common_area	44.86	52.4	64.0	false	
46	ISS04	common_area	51.95	50.63	43.3	false	
46	ISS05	exercise_area	48.95	71.35	43.9	false	
46	ISS06	lab_module	72.35	53.61	49.2	false	
46	ISS07	common_area	54.76	46.91	45.9	false	
46	ISS08	common_area	47.99	49.64	56.3	false	CONF06
46	ISS09	common_area	51.96	52.6	60.7	false	CONF06
47	ISS00	hab_module	25.06	49.79	55.7	false	
47	ISS01	cupola	51.05	28.0	49.6	false	
47	ISS02	lab_module	73.44	46.29	59.0	false	
47	ISS03	common_area	45.92	53.94	69.3	false	
47	ISS04	common_area	52.05	49.96	48.7	false	
47	ISS05	exercise_area	48.39	71.8	49.9	false	
47	ISS06	lab_module	73.57	53.71	52.4	false	
47	ISS07	common_area	53.49	45.53	60.5	false	
47	ISS08	common_area	47.98	50.32	54.1	false	REPB06
47	ISS09	common_area	52.7	51.82	45.7	false	REPB06
48	ISS00	hab_module	25.08	50.35	66.2	false	
48	ISS01	cupola	51.4	27.59	58.4	false	
48	ISS02	lab_module	72.22	46.42	57.3	false	
48	ISS03	common_area	47.42	55.05	76.7	false	
48	ISS04	common_area	51.92	49.3	46.3	false	
48	ISS05	exercise_area	48.0	72.4	52.9	false	
48	ISS06	lab_module	74.76	53.4	56.5	false	
48	ISS07	common_area	51.85	44.64	41.1	false	
48	ISS08	common_area	48.19	50.96	51.2	false	REPB06
48	ISS09	common_area	53.14	50.84	49.8	false	REPB06
49	ISS00	hab_module	25.29	50.88	45.6	false	
49	ISS01	cupola	51.59	27.09	64.8	false	
49	ISS02	lab_module	71.12	46.95	64.6	false	
49	ISS03	common_area	49.21	55.62	52.4	false	
49	ISS04	common_area	51.59	48.71	46.0	false	
49	ISS05	exercise_area	47.84	73.1	55.9	false	
49	ISS06	lab_module	75.79	52.72	44.9	false	
49	ISS07	common_area	50.0	44.33	45.9	false	
49	ISS08	common_area	48.6	51.5	43.3	false	REPB06
49	ISS09	common_area	53.25	49.77	42.1	false	REPB06
50	ISS00	hab_module	25.65	51.31	51.8	false	
50	ISS01	cupola	51.62	26.55	52.7	false	
50	ISS02	lab_module	70.24	47.81	61.8	false	
50	ISS03	common_area	51.08	55.57	51.2	false	
50	ISS04	common_area	51.08	48.26	49.8	false	
50	ISS05	exercise_area	47.9	73.81	60.2	false	
50	ISS06	lab_module	76.53	51.75	39.5	false	
50	ISS07	common_area	48.15	44.64	48.5	false	
50	ISS08	common_area	49.17	51.87	47.7	false	
50	ISS09	common_area	53.0	48.73	44.9	false	
